OBJECTID,DevEUI,Temperature,Humidity,VDD,Distance,Pressure,Timestamp
1,a81758fffe03e451,-3,78,3572,5000,1009.395,2019/11/24 04:29:21.508+00
2,a81758fffe03e451,-3,78,3572,5000,1009.565,2019/11/24 04:39:21.481+00
3,a81758fffe03e451,-3,78,3572,5000,1009.393,2019/11/24 04:49:21.466+00
4,a81758fffe03e451,-3,78,3572,5000,1009.336,2019/11/24 04:59:21.444+00
5,a81758fffe03e451,-3.1,78,3572,5000,1009.448,2019/11/24 05:19:21.397+00
6,a81758fffe03e451,-3.2,78,3572,5000,1009.34,2019/11/24 05:29:21.418+00
7,a81758fffe03e451,-3.2,78,3572,5000,1009.228,2019/11/24 05:39:21.392+00
8,a81758fffe03e451,-3.3,78,3572,5000,1009.095,2019/11/24 05:49:21.333+00
9,a81758fffe03e451,-3.4,78,3572,5000,1009.221,2019/11/24 05:59:21.315+00
10,a81758fffe03e451,-3.5,78,3572,5000,1009.218,2019/11/24 06:09:21.287+00
11,a81758fffe03e451,-5.7,79,3572,5000,1027.256,2020/01/23 23:46:28.109+00
12,a81758fffe03e451,-5.8,79,3570,5000,1027.342,2020/01/23 23:56:28.085+00
13,a81758fffe03e451,-5.9,79,3570,5000,1027.454,2020/01/24 00:06:28.069+00
14,a81758fffe03e451,-6,79,3570,5000,1027.623,2020/01/24 00:16:28.089+00
15,a81758fffe03e451,-6.1,79,3567,5000,1027.762,2020/01/24 00:26:28.066+00
16,a81758fffe03e451,-6.3,79,3567,5000,1028.087,2020/01/24 00:36:28.019+00
17,a81758fffe03e451,-6.7,80,3567,5000,1028.115,2020/01/24 00:46:28+00
18,a81758fffe03e451,-6.6,80,3567,5000,1027.91,2020/01/24 01:06:27.965+00
19,a81758fffe03e451,-6.1,80,3567,5000,1028.024,2020/01/24 01:16:27.945+00
20,a81758fffe03e451,-8.3,80,3562,5000,1028.408,2020/01/24 02:46:27.853+00
21,a81758fffe03e451,-8.3,80,3562,5000,1028.521,2020/01/24 02:56:27.826+00
22,a81758fffe03e451,-8.6,80,3562,5000,1028.62,2020/01/24 03:06:27.807+00
23,a81758fffe03e451,-8.5,80,3562,5000,1028.696,2020/01/24 03:16:27.761+00
24,a81758fffe03e451,-8.8,80,3562,5000,1028.861,2020/01/24 03:26:27.748+00
25,a81758fffe03e451,-9.3,80,3562,5000,1028.959,2020/01/24 03:36:27.733+00
26,a81758fffe03e451,-8.9,80,3562,5000,1028.97,2020/01/24 03:46:27.716+00
27,a81758fffe03e451,-8.6,80,3562,5000,1029.161,2020/01/24 03:56:27.709+00
28,a81758fffe03e451,-9.4,80,3562,5000,1029.328,2020/01/24 04:06:27.693+00
29,a81758fffe03e451,-9.4,80,3562,5000,1029.373,2020/01/24 04:16:27.682+00
30,a81758fffe03e451,-9.4,80,3560,5000,1029.567,2020/01/24 04:26:27.706+00
31,a81758fffe03e451,1.5,83,3578,5000,1034.246,2020/01/24 18:26:26.401+00
32,a81758fffe03e451,0,81,3578,5000,1012.941,2020/02/11 21:05:38.765+00
33,a81758fffe03e451,-0.1,81,3578,5000,1012.797,2020/02/11 21:15:38.698+00
34,a81758fffe03e451,-0.1,81,3575,5000,1012.516,2020/02/11 21:25:38.670+00
35,a81758fffe03e451,-0.1,81,3575,5000,1012.351,2020/02/11 21:35:38.653+00
36,a81758fffe03e451,-0.2,81,3578,5000,1012.457,2020/02/11 21:45:38.616+00
37,a81758fffe03e451,-0.2,81,3575,5000,1012.086,2020/02/11 21:55:38.604+00
38,a81758fffe03e451,-0.2,81,3578,5000,1011.841,2020/02/11 22:05:38.568+00
39,a81758fffe03e451,-0.3,81,3575,5000,1011.719,2020/02/11 22:15:38.582+00
40,a81758fffe03e451,-0.4,81,3575,5000,1011.427,2020/02/11 22:25:38.587+00
41,a81758fffe03e451,-0.5,81,3575,5000,1011.231,2020/02/11 22:35:38.543+00
42,a81758fffe03e451,-0.6,81,3578,5000,1011.141,2020/02/11 22:45:38.479+00
43,a81758fffe03e451,-0.6,81,3575,5000,1011.102,2020/02/11 22:55:38.484+00
44,a81758fffe03e451,-0.6,81,3575,5000,1010.909,2020/02/11 23:05:38.421+00
45,a81758fffe03e451,-0.6,81,3575,5000,1010.599,2020/02/11 23:15:38.398+00
46,a81758fffe03e451,-0.6,81,3578,5000,1010.31,2020/02/11 23:25:38.373+00
47,a81758fffe03e451,-0.6,81,3578,5000,1010.149,2020/02/11 23:35:38.345+00
48,a81758fffe03e451,-0.7,81,3575,5000,1009.972,2020/02/11 23:45:38.365+00
49,a81758fffe03e451,-0.7,81,3575,5000,1009.612,2020/02/11 23:55:38.347+00
50,a81758fffe03e451,-0.7,81,3575,5000,1009.487,2020/02/12 00:05:38.305+00
51,a81758fffe03e451,-0.7,81,3572,5000,1009.298,2020/02/12 00:15:38.254+00
52,a81758fffe03e451,-0.7,82,3578,5000,1009.259,2020/02/12 00:25:38.221+00
53,a81758fffe03e451,-0.7,82,3575,5000,1009.175,2020/02/12 00:35:38.195+00
54,a81758fffe03e451,-0.6,82,3572,5000,1009.007,2020/02/12 00:45:38.178+00
55,a81758fffe037506,25,34,,,,2020/02/12 00:46:26.842+00
56,a81758fffe03e451,-0.6,82,3575,5000,1008.985,2020/02/12 00:55:38.149+00
57,a81758fffe03e451,-0.6,82,3575,5000,1008.843,2020/02/12 01:05:38.129+00
58,a81758fffe03e451,-0.7,82,3578,5000,1008.541,2020/02/12 01:15:38.100+00
59,a81758fffe03e451,-0.7,82,3575,5000,1008.451,2020/02/12 01:25:38.073+00
60,a81758fffe03e451,-0.7,82,3575,5000,1008.117,2020/02/12 01:35:38.091+00
61,a81758fffe03e451,-0.6,82,3575,5000,1007.859,2020/02/12 01:45:38.064+00
62,a81758fffe03e451,-0.5,82,3578,5000,1007.543,2020/02/12 01:55:38.043+00
63,a81758fffe037506,24.9,34,,,,2020/02/12 02:01:26.540+00
64,a81758fffe03e451,-0.5,82,3575,5000,1007.354,2020/02/12 02:05:37.995+00
65,a81758fffe03e451,-0.4,82,3578,5000,1007.065,2020/02/12 02:15:37.964+00
66,a81758fffe037506,24.9,34,,,,2020/02/12 02:16:26.482+00
67,a81758fffe03e451,-0.4,82,3575,5000,1007.046,2020/02/12 02:25:37.933+00
68,a81758fffe03e451,-0.4,82,3578,5000,1006.859,2020/02/12 02:35:37.904+00
69,a81758fffe03e451,-0.4,82,3575,5000,1006.748,2020/02/12 02:45:37.875+00
70,a81758fffe037506,24.9,34,,,,2020/02/12 02:46:26.355+00
71,a81758fffe03e451,-0.4,82,3575,5000,1006.638,2020/02/12 02:55:37.852+00
72,a81758fffe037506,24.9,34,,,,2020/02/12 03:01:26.302+00
73,a81758fffe03e451,-0.4,82,3575,5000,1006.772,2020/02/12 03:05:37.828+00
74,a81758fffe03e451,-0.4,82,3578,5000,1006.658,2020/02/12 03:15:37.843+00
75,a81758fffe03e451,-0.4,82,3575,5000,1006.69,2020/02/12 03:25:37.820+00
76,a81758fffe03e451,-0.5,82,3578,5000,1006.599,2020/02/12 03:35:37.796+00
77,a81758fffe03e451,-0.5,82,3575,5000,1006.222,2020/02/12 03:45:37.731+00
78,a81758fffe037506,24.8,35,,,,2020/02/12 03:46:26.115+00
79,a81758fffe03e451,-0.6,82,3575,5000,1006.036,2020/02/12 03:55:37.712+00
80,a81758fffe03e451,-0.6,82,3575,5000,1005.882,2020/02/12 04:05:37.683+00
81,a81758fffe03e451,-0.7,82,3578,5000,1005.546,2020/02/12 04:15:37.657+00
82,a81758fffe037506,24.8,35,,,,2020/02/12 04:16:26+00
83,a81758fffe03e451,-0.7,82,3578,5000,1005.413,2020/02/12 04:25:37.630+00
84,a81758fffe03e451,-0.7,83,3575,5000,1005.383,2020/02/12 04:35:37.608+00
85,a81758fffe03e451,-0.8,83,3578,5000,1005.215,2020/02/12 04:45:37.621+00
86,a81758fffe03e451,-0.8,83,3575,5000,1005.189,2020/02/12 04:55:37.599+00
87,a81758fffe03e451,-0.7,83,3575,5000,1005.268,2020/02/12 05:05:37.537+00
88,a81758fffe03e451,-0.7,83,3575,5000,1005.158,2020/02/12 05:15:37.508+00
89,a81758fffe03e451,-0.7,83,3575,5000,1005.016,2020/02/12 05:25:37.484+00
90,a81758fffe03e451,-0.8,83,3575,5000,1004.951,2020/02/12 05:35:37.460+00
91,a81758fffe03e451,-0.8,83,3575,5000,1004.785,2020/02/12 05:45:37.440+00
92,a81758fffe03e451,-0.8,83,3572,5000,1004.734,2020/02/12 05:55:37.410+00
93,a81758fffe03e451,-0.8,83,3575,5000,1004.699,2020/02/12 06:05:37.434+00
94,a81758fffe03e451,-0.9,83,3575,5000,1004.607,2020/02/12 06:15:37.422+00
95,a81758fffe03e451,-0.8,83,3575,5000,1004.788,2020/02/12 06:25:37.377+00
96,a81758fffe03e451,-0.8,83,3575,5000,1004.713,2020/02/12 06:35:37.357+00
97,a81758fffe03e451,-0.7,83,3575,5000,1004.666,2020/02/12 06:45:37.329+00
98,a81758fffe03e451,-0.7,83,3578,5000,1004.526,2020/02/12 06:55:37.265+00
99,a81758fffe03e451,-0.6,83,3578,5000,1004.557,2020/02/12 07:05:37.246+00
100,a81758fffe03e451,-0.5,83,3578,5000,1004.441,2020/02/12 07:15:37.217+00
101,a81758fffe03e451,-0.6,83,3578,5000,1004.347,2020/02/12 07:25:37.192+00
102,a81758fffe037506,24.7,35,,,,2020/02/12 07:31:25.205+00
103,a81758fffe03e451,-0.7,83,3578,5000,1004.34,2020/02/12 07:35:37.162+00
104,a81758fffe03e451,-0.6,83,3578,5000,1004.192,2020/02/12 07:45:37.149+00
105,a81758fffe03e451,-0.5,83,3575,5000,1004.131,2020/02/12 07:55:37.113+00
106,a81758fffe037506,24.7,35,,,,2020/02/12 08:01:25.081+00
107,a81758fffe03e451,-0.6,83,3578,5000,1004.327,2020/02/12 08:15:37.112+00
108,a81758fffe03e451,-0.6,83,3575,5000,1004.374,2020/02/12 08:25:37.082+00
109,a81758fffe03e451,-0.7,83,3578,5000,1004.416,2020/02/12 08:35:37.057+00
110,a81758fffe03e451,-0.8,83,3575,5000,1004.574,2020/02/12 08:45:37.009+00
111,a81758fffe03e451,-0.8,83,3575,5000,1004.712,2020/02/12 08:55:36.972+00
112,a81758fffe037506,24.7,35,,,,2020/02/12 09:01:24.864+00
113,a81758fffe03e451,-0.8,83,3575,5000,1004.939,2020/02/12 09:05:36.945+00
114,a81758fffe03e451,-0.8,83,3578,5000,1005.025,2020/02/12 09:15:36.921+00
115,a81758fffe03e451,-0.9,83,3578,5000,1005.221,2020/02/12 09:25:36.899+00
116,a81758fffe03e451,-0.9,83,3578,5000,1005.44,2020/02/12 09:35:36.874+00
117,a81758fffe03e451,-1,83,3578,5000,1005.678,2020/02/12 09:55:36.859+00
118,a81758fffe03e451,-1,83,3575,5000,1006.016,2020/02/12 10:05:36.851+00
119,a81758fffe03e451,-1.2,83,3578,5000,1006.063,2020/02/12 10:15:36.786+00
120,a81758fffe03e451,-1.3,83,3575,5000,1006.394,2020/02/12 10:25:36.750+00
121,a81758fffe03e451,-1.4,83,3575,5000,1006.566,2020/02/12 10:35:36.726+00
122,a81758fffe03e451,-1.5,83,3575,5000,1006.67,2020/02/12 10:45:36.708+00
123,a81758fffe037506,24.8,35,,,,2020/02/12 10:46:24.411+00
124,a81758fffe03e451,-1.6,83,3578,5000,1006.902,2020/02/12 10:55:36.684+00
125,a81758fffe03e451,-0.4,83,3578,5000,1010.514,2020/02/12 13:05:36.370+00
126,a81758fffe03e451,0.2,84,3578,5000,1010.672,2020/02/12 13:15:36.393+00
127,a81758fffe03e451,0.4,83,3578,5000,1011.2,2020/02/12 13:35:36.335+00
128,a81758fffe03e451,0.8,82,3578,5000,1013.517,2020/02/12 15:25:36.018+00
129,a81758fffe03e451,1.5,82,3578,5000,1013.333,2020/02/12 16:25:35.857+00
130,a81758fffe03e451,2.8,80,3580,5000,1014.014,2020/02/12 18:05:35.587+00
131,a81758fffe03e451,2.6,80,3580,5000,1014.028,2020/02/12 18:15:35.593+00
132,a81758fffe03e451,2.2,79,3583,5000,1014.193,2020/02/12 18:25:35.565+00
133,a81758fffe03e451,2.8,79,3583,5000,1014.704,2020/02/12 18:55:35.486+00
134,a81758fffe03e451,3,79,3583,5000,1014.811,2020/02/12 19:05:35.416+00
135,a81758fffe03e451,3,79,3583,5000,1014.964,2020/02/12 19:15:35.383+00
136,a81758fffe037506,25.2,35,,,,2020/02/12 19:16:22.352+00
137,a81758fffe03e451,2.5,79,3583,5000,1015.072,2020/02/12 19:25:35.353+00
138,a81758fffe03e451,2.2,79,3580,5000,1015.128,2020/02/12 19:35:35.324+00
139,a81758fffe03e451,2,78,3583,5000,1015.276,2020/02/12 19:45:35.303+00
140,a81758fffe03e451,2,78,3580,5000,1015.261,2020/02/12 19:55:35.276+00
141,a81758fffe03e451,1.6,78,3578,5000,1015.349,2020/02/12 20:35:35.199+00
142,a81758fffe03e451,1.5,78,3580,5000,1015.362,2020/02/12 20:45:35.177+00
143,a81758fffe037506,25.3,35,,,,2020/02/12 20:46:21.985+00
144,a81758fffe03e451,1.5,78,3580,5000,1015.45,2020/02/12 20:55:35.151+00
145,a81758fffe037506,25.3,35,,,,2020/02/12 21:01:21.920+00
146,a81758fffe03e451,1.3,77,3578,5000,1015.345,2020/02/12 21:05:35.119+00
147,a81758fffe037506,25.3,35,,,,2020/02/12 21:16:21.858+00
148,a81758fffe03e451,0.8,77,3578,5000,1016.319,2020/02/12 21:25:35.067+00
149,a81758fffe037506,25.4,35,,,,2020/02/12 21:31:21.806+00
150,a81758fffe03e451,0.1,77,3580,5000,1016.061,2020/02/12 21:45:35.023+00
151,a81758fffe03e451,-0.2,77,3580,5000,1016.613,2020/02/12 21:55:35+00
152,a81758fffe037506,25.5,35,,,,2020/02/12 22:01:21.680+00
153,a81758fffe03e451,-0.4,77,3578,5000,1016.861,2020/02/12 22:05:34.970+00
154,a81758fffe03e451,-0.5,77,3578,5000,1016.758,2020/02/12 22:15:34.946+00
155,a81758fffe03e451,-0.5,77,3580,5000,1016.898,2020/02/12 22:25:34.921+00
156,a81758fffe03e451,-0.5,77,3578,5000,1016.394,2020/02/12 22:35:34.897+00
157,a81758fffe03e451,-0.9,77,3578,5000,1016.511,2020/02/12 22:55:34.852+00
158,a81758fffe03e451,-1.3,77,3578,5000,1016.58,2020/02/12 23:15:34.793+00
159,a81758fffe03e451,-1.4,77,3578,5000,1016.683,2020/02/12 23:25:34.742+00
160,a81758fffe03e451,-1.5,77,3578,5000,1017.013,2020/02/12 23:35:34.709+00
161,a81758fffe03e451,-1.5,77,3578,5000,1016.751,2020/02/12 23:45:34.692+00
162,a81758fffe03e451,-1.5,77,3578,5000,1016.746,2020/02/12 23:55:34.670+00
163,a81758fffe03e451,-1.7,78,3578,5000,1016.78,2020/02/13 00:05:34.640+00
164,a81758fffe03e451,-1.6,78,3578,5000,1016.807,2020/02/13 00:15:34.618+00
165,a81758fffe037506,25.9,36,,,,2020/02/13 00:16:21.141+00
166,a81758fffe03e451,-1.7,78,3575,5000,1017.101,2020/02/13 00:25:34.597+00
167,a81758fffe03e451,-1.8,78,3578,5000,1017.18,2020/02/13 00:35:34.619+00
168,a81758fffe03e451,-1.9,78,3575,5000,1017.11,2020/02/13 00:45:34.585+00
169,a81758fffe03e451,-1.9,78,3578,5000,1016.978,2020/02/13 00:55:34.563+00
170,a81758fffe03e451,-2,78,3578,5000,1017.15,2020/02/13 01:05:34.540+00
171,a81758fffe03e451,-2.1,78,3575,5000,1017.25,2020/02/13 01:15:34.493+00
172,a81758fffe03e451,-2.3,78,3575,5000,1016.699,2020/02/13 01:55:34.393+00
173,a81758fffe03e451,-2.4,78,3575,5000,1016.375,2020/02/13 02:05:34.371+00
174,a81758fffe03e451,-2.8,78,3575,5000,1016.398,2020/02/13 02:25:34.324+00
175,a81758fffe03e451,-3.1,78,3572,5000,1016.492,2020/02/13 02:35:34.304+00
176,a81758fffe03e451,-3.3,78,3575,5000,1015.973,2020/02/13 02:45:34.321+00
177,a81758fffe03e451,-3.5,78,3575,5000,1015.617,2020/02/13 02:55:34.295+00
178,a81758fffe03e451,-3.5,78,3572,5000,1015.416,2020/02/13 03:05:34.274+00
179,a81758fffe03e451,-3.6,78,3572,5000,1014.772,2020/02/13 03:15:34.254+00
180,a81758fffe03e451,-3.9,78,3572,5000,1014.588,2020/02/13 03:25:34.200+00
181,a81758fffe037506,25.5,36,,,,2020/02/13 03:31:20.351+00
182,a81758fffe03e451,-4.3,78,3572,5000,1014.188,2020/02/13 03:35:34.177+00
183,a81758fffe03e451,-4.7,78,3572,5000,1014.018,2020/02/13 03:45:34.159+00
184,a81758fffe03e451,-4.6,78,3572,5000,1013.868,2020/02/13 03:55:34.135+00
185,a81758fffe03e451,-4.4,78,3572,5000,1013.848,2020/02/13 04:05:34.117+00
186,a81758fffe03e451,-4.3,78,3572,5000,1013.73,2020/02/13 04:15:34.100+00
187,a81758fffe03e451,-4.2,78,3572,5000,1013.726,2020/02/13 04:25:34.119+00
188,a81758fffe03e451,-4.5,78,3570,5000,1013.747,2020/02/13 04:35:34.091+00
189,a81758fffe03e451,-4.6,79,3572,5000,1013.418,2020/02/13 04:45:34.037+00
190,a81758fffe03e451,-4.3,79,3572,5000,1013.429,2020/02/13 04:55:34.017+00
191,a81758fffe03e451,-4.2,79,3572,5000,1013.066,2020/02/13 05:05:33.994+00
192,a81758fffe03e451,-4.3,79,3572,5000,1012.802,2020/02/13 05:15:33.973+00
193,a81758fffe03e451,-4.4,79,3572,5000,1012.755,2020/02/13 05:25:33.951+00
194,a81758fffe03e451,-4.5,79,3572,5000,1012.499,2020/02/13 05:35:33.933+00
195,a81758fffe03e451,-4.4,79,3570,5000,1012.463,2020/02/13 05:45:33.953+00
196,a81758fffe03e451,-4.3,79,3570,5000,1012.237,2020/02/13 05:55:33.929+00
197,a81758fffe03e451,-4.3,79,3572,5000,1012.158,2020/02/13 06:05:33.907+00
198,a81758fffe03e451,-4.3,79,3572,5000,1012.135,2020/02/13 06:15:33.859+00
199,a81758fffe03e451,-4.2,79,3572,5000,1012.237,2020/02/13 06:25:33.838+00
200,a81758fffe03e451,-4.5,79,3570,5000,1012.171,2020/02/13 06:45:33.797+00
201,a81758fffe03e451,-4.6,79,3572,5000,1012.399,2020/02/13 07:05:33.750+00
202,a81758fffe03e451,-4.6,79,3570,5000,1012.04,2020/02/13 07:15:33.783+00
203,a81758fffe03e451,-4.4,79,3572,5000,1011.779,2020/02/13 07:25:33.746+00
204,a81758fffe03e451,-4.7,79,3572,5000,1011.502,2020/02/13 07:35:33.730+00
205,a81758fffe03e451,-4.8,79,3572,5000,1011.198,2020/02/13 07:45:33.670+00
206,a81758fffe03e451,-4.6,79,3572,5000,1010.97,2020/02/13 07:55:33.652+00
207,a81758fffe03e451,-4.5,79,3572,5000,1010.659,2020/02/13 08:05:33.642+00
208,a81758fffe03e451,-4.2,79,3572,5000,1010.432,2020/02/13 08:15:33.617+00
209,a81758fffe03e451,-3.9,79,3572,5000,1010.386,2020/02/13 08:25:33.593+00
210,a81758fffe03e451,-3.6,79,3570,5000,1010.429,2020/02/13 08:35:33.572+00
211,a81758fffe03e451,-3.3,79,3572,5000,1010.512,2020/02/13 08:45:33.591+00
212,a81758fffe03e451,-3,79,3570,5000,1010.587,2020/02/13 08:55:33.561+00
213,a81758fffe03e451,-2.7,79,3572,5000,1010.748,2020/02/13 09:05:33.547+00
214,a81758fffe03e451,-2.6,79,3570,5000,1010.347,2020/02/13 09:15:33.540+00
215,a81758fffe03e451,-2.4,79,3572,5000,1010.371,2020/02/13 09:25:33.466+00
216,a81758fffe03e451,-2.3,79,3572,5000,1010.132,2020/02/13 09:35:33.435+00
217,a81758fffe03e451,-2.2,79,3572,5000,1009.909,2020/02/13 09:45:33.416+00
218,a81758fffe03e451,-2.1,79,3572,5000,1009.952,2020/02/13 09:55:33.407+00
219,a81758fffe03e451,-2,79,3575,5000,1009.36,2020/02/13 10:05:33.367+00
220,a81758fffe03e451,-2.2,79,3575,5000,1009.586,2020/02/13 10:15:33.392+00
221,a81758fffe03e451,-2.5,79,3572,5000,1009.511,2020/02/13 10:25:33.366+00
222,a81758fffe03e451,-2.6,79,3572,5000,1008.732,2020/02/13 10:35:33.338+00
223,a81758fffe03e451,-2.3,79,3572,5000,1008.764,2020/02/13 10:45:33.312+00
224,a81758fffe03e451,-2.1,79,3575,5000,1008.593,2020/02/13 10:55:33.290+00
225,a81758fffe03e451,-2.1,79,3572,5000,1008.476,2020/02/13 11:05:33.230+00
226,a81758fffe03e451,-2.2,79,3572,5000,1008.413,2020/02/13 11:15:33.211+00
227,a81758fffe03e451,0.6,80,3578,5000,1006.899,2020/02/13 14:35:32.724+00
228,a81758fffe03e451,0.6,80,3578,5000,1006.747,2020/02/13 14:45:32.736+00
229,a81758fffe03e451,0.7,80,3578,5000,1006.458,2020/02/13 14:55:32.708+00
230,a81758fffe03e451,0.9,80,3578,5000,1006.369,2020/02/13 15:05:32.686+00
231,a81758fffe03e451,1,80,3578,5000,1005.947,2020/02/13 15:15:32.617+00
232,a81758fffe03e451,0.9,80,3578,5000,1006.119,2020/02/13 15:25:32.595+00
233,a81758fffe03e451,0.8,80,3578,5000,1006.568,2020/02/13 15:35:32.562+00
234,a81758fffe03e451,0.9,80,3578,5000,1005.759,2020/02/13 15:45:32.544+00
235,a81758fffe03e451,1.3,81,3578,5000,1005.86,2020/02/13 15:55:32.551+00
236,a81758fffe03e451,1.4,81,3578,5000,1006.299,2020/02/13 16:05:32.524+00
237,a81758fffe03e451,1.5,80,3578,5000,1005.477,2020/02/13 16:15:32.492+00
238,a81758fffe037506,25.2,35,,,,2020/02/13 16:16:17.243+00
239,a81758fffe03e451,1.7,81,3580,5000,1005.451,2020/02/13 16:25:32.463+00
240,a81758fffe03e451,1.7,81,3578,5000,1005.198,2020/02/13 16:35:32.415+00
241,a81758fffe03e451,1.8,81,3580,5000,1004.928,2020/02/13 16:45:32.378+00
242,a81758fffe03e451,2.4,81,3578,5000,1004.173,2020/02/13 16:55:32.354+00
243,a81758fffe03e451,2.7,81,3580,5000,1004.042,2020/02/13 17:05:32.322+00
244,a81758fffe03e451,2.6,81,3580,5000,1003.964,2020/02/13 17:15:32.328+00
245,a81758fffe03e451,2.4,81,3580,5000,1003.52,2020/02/13 17:25:32.267+00
246,a81758fffe03e451,2.2,81,3580,5000,1003.611,2020/02/13 17:35:32.242+00
247,a81758fffe03e451,2.3,81,3580,5000,1003.145,2020/02/13 17:45:32.250+00
248,a81758fffe03e451,2.2,81,3580,5000,1002.926,2020/02/13 17:55:32.284+00
249,a81758fffe03e451,2.4,81,3580,5000,1003.155,2020/02/13 18:05:32.244+00
250,a81758fffe03e451,2.2,81,3580,5000,1002.938,2020/02/13 18:15:32.177+00
251,a81758fffe03e451,2.1,81,3580,5000,1002.71,2020/02/13 18:25:32.098+00
252,a81758fffe03e451,2.2,81,3580,5000,1002.47,2020/02/13 18:35:32.074+00
253,a81758fffe03e451,2.2,81,3583,5000,1002.838,2020/02/13 18:45:32.039+00
254,a81758fffe03e451,2.2,81,3580,5000,1002.97,2020/02/13 18:55:32.016+00
255,a81758fffe03e451,2.2,81,3583,5000,1002.826,2020/02/13 19:05:31.991+00
256,a81758fffe03e451,1.9,80,3580,5000,1002.502,2020/02/13 19:15:31.966+00
257,a81758fffe03e451,1.4,80,3580,5000,1002.51,2020/02/13 19:25:31.976+00
258,a81758fffe03e451,1,80,3580,5000,1002.419,2020/02/13 19:35:31.946+00
259,a81758fffe03e451,0.9,80,3580,5000,1002.105,2020/02/13 19:45:31.923+00
260,a81758fffe03e451,0.8,80,3580,5000,1002.168,2020/02/13 19:55:31.856+00
261,a81758fffe03e451,0.7,80,3578,5000,1002.588,2020/02/13 20:05:31.829+00
262,a81758fffe03e451,0.6,80,3578,5000,1002.574,2020/02/13 20:15:31.799+00
263,a81758fffe03e451,0.7,80,3580,5000,1002.119,2020/02/13 20:25:31.780+00
264,a81758fffe03e451,0.8,80,3580,5000,1002.497,2020/02/13 20:35:31.748+00
265,a81758fffe03e451,0.8,80,3578,5000,1002.398,2020/02/13 20:45:31.729+00
266,a81758fffe03e451,0.5,80,3580,5000,1002.665,2020/02/13 20:55:31.738+00
267,a81758fffe03e451,0.2,80,3580,5000,1001.994,2020/02/13 21:05:31.710+00
268,a81758fffe03e451,0.1,80,3578,5000,1002.255,2020/02/13 21:15:31.692+00
269,a81758fffe03e451,0.1,80,3578,5000,1002.658,2020/02/13 21:25:31.666+00
270,a81758fffe03e451,0,80,3578,5000,1002.994,2020/02/13 21:35:31.656+00
271,a81758fffe03e451,-0.4,80,3578,5000,1003.351,2020/02/13 21:45:31.580+00
272,a81758fffe03e451,-0.8,80,3578,5000,1003.657,2020/02/13 21:55:31.544+00
273,a81758fffe03e451,-0.7,79,3580,5000,1003.858,2020/02/13 22:05:31.523+00
274,a81758fffe03e451,-1.1,79,3578,5000,1004.039,2020/02/13 22:15:31.497+00
275,a81758fffe03e451,-1.5,80,3578,5000,1003.678,2020/02/13 22:25:31.474+00
276,a81758fffe03e451,-1.8,80,3578,5000,1003.639,2020/02/13 22:35:31.453+00
277,a81758fffe03e451,-2,80,3575,5000,1003.944,2020/02/13 22:45:31.434+00
278,a81758fffe03e451,-2.1,80,3575,5000,1004.459,2020/02/13 22:55:31.446+00
279,a81758fffe03e451,-2.4,79,3575,5000,1004.539,2020/02/13 23:05:31.420+00
280,a81758fffe03e451,-2.6,80,3575,5000,1004.608,2020/02/13 23:15:31.367+00
281,a81758fffe03e451,-2.9,79,3575,5000,1004.774,2020/02/13 23:25:31.339+00
282,a81758fffe03e451,-3.2,79,3575,5000,1004.743,2020/02/13 23:35:31.321+00
283,a81758fffe03e451,-4.4,79,3575,5000,1005.679,2020/02/14 00:25:31.216+00
284,a81758fffe03e451,-4.6,79,3572,5000,1005.666,2020/02/14 00:35:31.193+00
285,a81758fffe03e451,-4.9,79,3572,5000,1005.966,2020/02/14 00:45:31.226+00
286,a81758fffe03e451,-5.1,79,3572,5000,1006.162,2020/02/14 00:55:31.192+00
287,a81758fffe03e451,-5.4,79,3572,5000,1006.351,2020/02/14 01:05:31.178+00
288,a81758fffe03e451,-5.7,79,3572,5000,1006.408,2020/02/14 01:15:31.122+00
289,a81758fffe03e451,-5.9,79,3570,5000,1006.611,2020/02/14 01:25:31.099+00
290,a81758fffe03e451,-6.2,79,3570,5000,1006.752,2020/02/14 01:35:31.085+00
291,a81758fffe03e451,-6.4,79,3570,5000,1006.981,2020/02/14 01:45:31.060+00
292,a81758fffe03e451,-6.6,79,3570,5000,1007.155,2020/02/14 01:55:31.046+00
293,a81758fffe03e451,-6.9,79,3570,5000,1007.236,2020/02/14 02:05:31.073+00
294,a81758fffe03e451,-7.1,79,3567,5000,1007.493,2020/02/14 02:15:31.045+00
295,a81758fffe03e451,-7.3,79,3567,5000,1007.72,2020/02/14 02:25:31.031+00
296,a81758fffe03e451,-7.7,79,3567,5000,1008.033,2020/02/14 02:45:30.967+00
297,a81758fffe03e451,-7.8,79,3565,5000,1008.161,2020/02/14 02:55:30.958+00
298,a81758fffe03e451,-8,79,3567,5000,1008.47,2020/02/14 03:05:30.937+00
299,a81758fffe03e451,-8.2,79,3567,5000,1008.537,2020/02/14 03:15:30.921+00
300,a81758fffe03e451,-8.3,80,3567,5000,1008.739,2020/02/14 03:25:30.903+00
301,a81758fffe03e451,-8.6,79,3567,5000,1008.767,2020/02/14 03:35:30.894+00
302,a81758fffe03e451,-9,79,3565,5000,1008.989,2020/02/14 03:45:30.878+00
303,a81758fffe03e451,-9.2,79,3565,5000,1008.982,2020/02/14 03:55:30.905+00
